Timestamp,Which year are you in?,How are you feeling right now?,"On a scale of 1-100, how would you express this feeling?",Gender,Age,Your location ?,Relationship status,Are you happy with your financial state?,How much have you succeeded to cope up with the environment of your educational institution?,Understanding with your family members?,Are you feeling pressure in your study or work right now?,Are you satisfied with your academic result?,Are you happy with your living place?,Who supports you when you are not succeeding in your academic life?,Have you used any social media within the last 6 hours?,Do you have inferiority complex? ,Are you satisfied with your meal today?,Are you feeling sick/health issues today?,"Have you done any recreational activity (sports, gaming, hobby etc.) today?",How long did you sleep last night?(in hours)
11/23/2020 13:44:42,4th year,Normal,50,Female,22,Home,It's complicated,Yes,3,Normal,Yes,No,Yes,Friends,Yes,Maybe,Yes,No,No,8.0
11/23/2020 18:57:02,4th year,Very bad,10,Female,22,Home,It's complicated,Yes,2,Normal,Yes,No,Yes,No one,Yes,Yes,Neutral,No,No,8.0
11/23/2020 20:38:17,4th year,Bad,40,Female,22,Home,It's complicated,Yes,3,Normal,No,No,Yes,Not applicable,Yes,Maybe,Neutral,No,No,8.0
11/24/2020 0:34:05,4th year,Normal,80,Female,22,Home,It's complicated,Yes,3,Normal,No,No,Yes,Friends,Yes,Maybe,Neutral,No,Yes,8.0
11/24/2020 10:36:29,4th year,Normal,70,Female,22,Home,It's complicated,Yes,3,Bad,No,No,Yes,No one,Yes,Maybe,Neutral,No,No,8.0
11/24/2020 11:13:25,4th year,Normal,8,Female,22,Home,It's complicated,Yes,2,Normal,No,No,Yes,Friends,Yes,Maybe,Neutral,No,No,8.0
11/24/2020 17:26:46,4th year,Bad,50,Female,22,Home,It's complicated,Yes,3,Normal,No,No,Yes,No one,Yes,Maybe,Neutral,No,No,8.0
11/24/2020 19:26:43,4th year,Bad,40,Female,22,Home,It's complicated,Yes,2,Normal,No,No,Yes,No one,Yes,Maybe,Neutral,Yes,No,8.0
11/24/2020 21:17:52,4th year,Normal,80,Female,22,Home,It's complicated,Yes,4,Normal,Not applicable,No,Yes,Family,Yes,Maybe,Yes,No,Yes,8.0
11/24/2020 23:24:23,4th year,Normal,80,Female,22,Home,It's complicated,Yes,3,Normal,Yes,No,Yes,Friends,Yes,Maybe,Yes,No,Yes,8.0
11/25/2020 16:09:48,4th year,Bad,50,Female,22,Home,It's complicated,Yes,3,Normal,No,No,Yes,Friends,Yes,Maybe,Neutral,Yes,Yes,7.0
11/25/2020 20:35:26,4th year,Bad,70,Female,22,Home,It's complicated,Yes,3,Normal,Yes,No,Yes,Friends,Yes,No,Yes,Yes,No,7.0
11/25/2020 22:57:34,4th year,Normal,50,Female,22,Home,It's complicated,Yes,3,Normal,No,No,Yes,Family,Yes,Maybe,Yes,Yes,No,7.0
11/26/2020 0:00:22,4th year,Normal,50,Female,22,Home,It's complicated,Yes,3,Normal,No,Not applicable,Yes,Friends,Yes,Maybe,Yes,Yes,No,8.0
11/26/2020 22:11:30,4th year,Good,80,Female,22,Home,It's complicated,Yes,3,Normal,No,No,Yes,Friends,No,Maybe,Yes,No,No,8.0
11/26/2020 23:03:45,4th year,Normal,70,Female,22,Home,It's complicated,Yes,3,Normal,No,Not applicable,Yes,Friends,Yes,Maybe,Yes,No,Yes,7.0
11/27/2020 1:04:09,4th year,Normal,80,Female,22,Home,It's complicated,Yes,3,Normal,No,No,Yes,Friends,Yes,Maybe,Yes,No,Yes,8.0
11/27/2020 1:46:30,4th year,Good,80,Female,22,Home,It's complicated,Yes,3,Normal,No,No,Yes,Friends,Yes,Maybe,Yes,No,Yes,8.0
11/27/2020 10:14:42,4th year,Normal,60,Female,22,Home,It's complicated,Yes,3,Normal,No,No,Yes,Friends,No,No,Neutral,No,No,8.0
11/27/2020 14:22:04,4th year,Normal,80,Female,22,Home,It's complicated,Yes,3,Normal,No,Not applicable,Yes,Family,No,Maybe,Yes,No,No,8.0
11/28/2020 0:17:04,4th year,Normal,80,Female,22,Home,It's complicated,Yes,3,Normal,No,No,Yes,Friends,Yes,Maybe,Neutral,No,No,8.0
11/28/2020 12:08:24,4th year,Good,80,Female,22,Home,It's complicated,Yes,3,Normal,No,No,Yes,Family,No,Maybe,Neutral,No,No,9.0
11/28/2020 22:58:30,4th year,Normal,70,Female,22,Home,It's complicated,Yes,3,Normal,Not applicable,No,Yes,Friends,Yes,Maybe,Yes,No,No,9.0
11/29/2020 9:33:31,4th year,Normal,70,Female,22,Home,It's complicated,Yes,3,Normal,No,No,Yes,Friends,No,Maybe,Neutral,No,No,7.0
11/29/2020 12:11:45,4th year,Good,80,Female,22,Home,It's complicated,Yes,3,Good,No,No,Yes,Friends,Yes,Maybe,Yes,No,No,7.0
11/29/2020 21:17:15,4th year,Normal,70,Female,22,Home,It's complicated,Yes,3,Normal,Yes,No,Yes,Friends,Yes,Maybe,Neutral,No,No,7.0
11/29/2020 21:18:30,4th year,Good,80,Female,22,Relative's place,It's complicated,Yes,3,Normal,No,No,Yes,Friends,Yes,Maybe,Neutral,No,No,7.0
11/30/2020 10:07:52,4th year,Good,70,Female,22,Home,It's complicated,Yes,3,Good,No,Not applicable,Yes,Friends,No,No,Neutral,No,No,8.0
12/1/2020 11:57:24,4th year,Good,70,Female,22,Home,It's complicated,Yes,3,Normal,No,No,Yes,Friends,No,Maybe,Neutral,No,No,6.0
12/1/2020 11:58:29,4th year,Normal,60,Female,22,Home,It's complicated,Yes,3,Normal,No,No,Yes,Friends,Yes,Maybe,No,No,No,6.0
12/1/2020 18:23:33,4th year,Good,70,Female,22,Home,It's complicated,Yes,3,Good,No,No,Yes,Friends,Yes,Maybe,Yes,No,No,6.0
12/1/2020 18:24:24,4th year,Normal,60,Female,22,Home,It's complicated,Yes,3,Good,No,Not applicable,Yes,Family,Yes,Maybe,Yes,No,No,6.0
12/1/2020 18:25:35,4th year,Good,80,Female,22,Home,It's complicated,No,3,Normal,Not applicable,No,Yes,Friends,Yes,No,Yes,No,No,6.0
12/1/2020 19:57:34,4th year,Good,70,Female,22,Home,It's complicated,No,3,Normal,Not applicable,No,Yes,Friends,Yes,No,Neutral,No,No,6.0
12/1/2020 22:47:16,4th year,Good,70,Female,22,Home,It's complicated,Yes,3,Normal,No,Not applicable,Yes,Friends,Yes,No,Yes,No,No,6.0
12/1/2020 22:55:45,4th year,Good,70,Female,22,Home,It's complicated,No,3,Normal,No,No,Yes,Family,Yes,No,Yes,No,No,6.0
12/2/2020 12:59:37,4th year,Normal,60,Female,22,Outside ,It's complicated,No,3,Normal,No,No,Yes,Friends,No,No,Neutral,No,No,6.0
12/2/2020 13:01:35,4th year,Normal,60,Female,22,Outside,It's complicated,No,3,Normal,No,No,Yes,Friends,No,Maybe,Neutral,No,No,6.0
12/9/2020 20:26:01,4th year,Very good,90,Female,22,Outside,It's complicated,No,3,Normal,No,Not applicable,Yes,Friends,No,No,Neutral,No,No,5.0
12/9/2020 20:26:54,4th year,Good,80,Female,22,Outside,It's complicated,No,3,Normal,No,No,Yes,Family,No,Maybe,Neutral,Yes,No,6.0
12/9/2020 20:27:52,4th year,Good,70,Female,22,Outside,It's complicated,No,3,Normal,No,Not applicable,Yes,Friends,No,Maybe,Neutral,Yes,No,6.0
12/9/2020 20:29:02,4th year,Normal,70,Female,22,Wedding Funtion,It's complicated,No,3,Normal,No,Not applicable,Yes,No one,No,Maybe,Neutral,Yes,No,6.0
12/9/2020 20:29:54,4th year,Good,70,Female,22,Outside,It's complicated,No,3,Normal,No,Not applicable,Yes,Friends,Yes,Not applicable,Yes,No,No,5.0
12/9/2020 20:30:47,4th year,Normal,70,Female,22,Outside ,It's complicated,No,3,Normal,No,No,Yes,Friends,No,Maybe,Yes,No,No,5.0
12/9/2020 20:31:41,4th year,Normal,70,Female,22,Outside ,It's complicated,No,3,Normal,No,No,Yes,Friends,Yes,Maybe,Neutral,Yes,No,5.0
12/9/2020 20:34:46,4th year,Normal,70,Female,22,wedding,It's complicated,No,4,Normal,No,No,Yes,Friends,No,Maybe,Yes,No,Yes,5.0
12/9/2020 20:35:34,4th year,Good,70,Female,22,Bus,It's complicated,No,4,Normal,No,No,Yes,Friends,No,Maybe,Yes,No,Yes,5.0
12/9/2020 20:36:33,4th year,Normal,60,Female,22,Outdoors ,It's complicated,No,3,Normal,No,No,Yes,Friends,Yes,Maybe,Yes,No,No,5.0
12/9/2020 20:37:42,4th year,Normal,60,Female,22,Friends place,It's complicated,No,3,Normal,No,Not applicable,Yes,Friends,Not applicable,Maybe,Yes,Yes,No,5.0
12/9/2020 20:38:47,4th year,Normal,60,Female,22,Friends place,It's complicated,No,3,Normal,No,No,Yes,Friends,Yes,No,Neutral,No,No,6.0
12/9/2020 20:40:08,4th year,Normal,50,Female,22,Home,It's complicated,No,3,Normal,No,Not applicable,Yes,Friends,No,No,Neutral,No,No,5.5
12/9/2020 20:41:09,4th year,Normal,60,Female,22,Home,It's complicated,No,3,Normal,Not applicable,Not applicable,Yes,Friends,Yes,Not applicable,Yes,No,Yes,5.5
12/9/2020 20:42:12,4th year,Good,80,Female,22,Wedding ceremony ,It's complicated,No,3,Good,No,No,Yes,Friends,Yes,Maybe,Yes,Yes,Yes,5.5
12/9/2020 20:43:07,4th year,Good,70,Female,22,Friends place ,It's complicated,No,3,Normal,No,No,Yes,Friends,Not applicable,Maybe,Yes,No,Yes,5.5
12/10/2020 22:59:50,4th year,Good,80,Female,22,Home,It's complicated,Yes,3,Normal,No,No,Yes,Friends,No,No,Yes,No,No,8.0
12/10/2020 23:00:50,4th year,Good,80,Female,22,Market,It's complicated,Yes,3,Normal,No,No,Yes,Friends,Yes,Maybe,Yes,No,No,8.0
12/10/2020 23:01:39,4th year,Normal,70,Female,22,Home,It's complicated,Yes,3,Normal,No,No,Yes,Friends,Yes,No,Yes,No,No,8.0
12/10/2020 23:02:30,4th year,Bad,50,Female,22,Home,It's complicated,No,3,Normal,No,No,Yes,Friends,Yes,Maybe,Yes,No,No,8.0
12/10/2020 23:03:20,4th year,Bad,40,Female,22,Home,It's complicated,No,3,Normal,No,Not applicable,Yes,Friends,Yes,Maybe,Neutral,No,No,8.0
12/10/2020 23:05:13,4th year,Normal,60,Female,22,Home,It's complicated,No,3,Normal,No,Not applicable,Yes,No one,Yes,Maybe,Neutral,No,No,8.0
12/11/2020 15:03:41,4th year,Good,70,Female,22,Home,Broken Up,No,3,Normal,No,Not applicable,Yes,Friends,No,Maybe,Yes,No,No,8.5
12/11/2020 15:04:30,4th year,Normal,60,Female,22,Home,Broken Up,No,3,Normal,No,Not applicable,Yes,Friends,Yes,Maybe,Yes,No,No,8.5
12/11/2020 20:10:09,4th year,Bad,40,Female,22,Home,Broken Up,No,3,Normal,No,Yes,Yes,Friends,Yes,Maybe,Yes,No,No,9.0
12/11/2020 20:11:15,4th year,Normal,50,Female,22,Home,Broken Up,No,3,Normal,No,No,Yes,Friends,Yes,Maybe,Yes,No,No,9.0
12/12/2020 14:14:07,4th year,Good,70,Female,22,Home,It's complicated,No,3,Good,No,No,Yes,Friends,No,No,Yes,No,Yes,9.0
12/12/2020 14:15:04,4th year,Normal,70,Female,22,Home,It's complicated,No,3,Normal,No,No,Yes,Friends,Yes,No,Yes,No,Yes,9.0
12/12/2020 14:16:15,4th year,Good,70,Female,22,Home,It's complicated,No,3,Normal,No,Not applicable,Yes,Friends,No,No,Yes,No,No,9.0
12/12/2020 14:16:57,4th year,Good,80,Female,22,Home,It's complicated,No,3,Normal,No,Not applicable,Yes,Friends,Yes,No,Yes,No,No,9.0
12/12/2020 14:17:43,4th year,Good,80,Female,22,Home,It's complicated,No,3,Normal,No,Not applicable,Yes,Friends,Yes,Maybe,Yes,No,No,9.0
12/13/2020 0:27:36,4th year,Good,70,Female,22,Restaurant,It's complicated,No,3,Normal,No,Not applicable,Yes,Friends,Yes,Maybe,Yes,No,No,9.0
12/13/2020 0:28:53,4th year,Normal,60,Female,22,Home,It's complicated,No,3,Normal,No,Not applicable,Yes,Friends,Yes,No,Yes,No,No,9.0
12/13/2020 13:42:15,4th year,Very bad,30,Female,22,Home,Broken Up,No,3,Normal,No,Not applicable,Yes,Friends,No,Maybe,Neutral,No,No,7.0
12/13/2020 13:44:21,4th year,Bad,30,Female,22,Home,Broken Up,No,3,Normal,No,No,Yes,Friends,Yes,No,Yes,No,No,7.0
12/14/2020 12:33:02,4th year,Bad,30,Female,22,Home,Broken Up,No,3,Normal,No,No,Yes,Friends,No,No,Yes,Yes,No,9.0
12/14/2020 12:34:21,4th year,Normal,70,Female,22,Home,Broken Up,No,3,Normal,No,No,Yes,Friends,Yes,No,Yes,No,No,11.0
12/14/2020 12:35:11,4th year,Normal,60,Female,22,Home,Broken Up,No,3,Normal,No,No,Yes,Friends,Yes,Maybe,Yes,No,No,11.0
12/14/2020 21:35:39,4th year,Normal,70,Female,22,Home,Broken Up,No,3,Normal,No,Not applicable,Yes,Friends,Yes,Maybe,Yes,No,No,11.0
12/15/2020 17:34:53,4th year,Bad,45,Female,22,Home,Broken Up,No,3,Normal,No,No,Yes,Friends,No,Maybe,Yes,No,No,9.0
12/15/2020 17:35:50,4th year,Good,60,Female,22,Home,Broken Up,No,3,Normal,No,Not applicable,Yes,Friends,No,Maybe,Yes,No,No,9.0
12/18/2020 11:40:28,4th year,Normal,60,Female,22,Home,Broken Up,No,3,Normal,No,Not applicable,Yes,Friends,No,Maybe,Yes,No,No,7.0
12/18/2020 11:41:20,4th year,Good,70,Female,22,Home,Broken Up,No,3,Normal,No,No,Yes,Friends,Yes,Maybe,Yes,No,No,7.0
12/18/2020 11:42:31,4th year,Good,70,Female,22,Friends place,Single,No,3,Normal,No,No,Yes,Friends,Yes,Maybe,Yes,No,No,7.0
12/18/2020 11:44:05,4th year,Good,60,Female,22,Home,Single,No,3,Normal,No,No,Yes,Friends,No,Maybe,Neutral,No,No,8.5
12/19/2020 0:04:46,4th year,Good,80,Female,22,Restaurant ,Single,No,3,Good,No,No,Yes,Friends,Yes,Maybe,Yes,No,No,8.5
12/19/2020 16:28:20,4th year,Good,70,Female,22,Home,Single,No,3,Normal,No,No,Yes,Friends,Yes,No,Neutral,No,No,9.0
12/21/2020 10:02:55,4th year,Good,70,Female,22,Home,Single,No,3,Normal,No,No,Yes,Friends,No,No,Neutral,No,No,8.0
12/21/2020 21:21:03,4th year,Good,80,Female,22,Restaurant ,Single,No,3,Good,No,No,Yes,Friends,Yes,No,Yes,No,No,8.0
12/21/2020 21:22:03,4th year,Good,70,Female,22,Home,Single,No,3,Good,No,No,Yes,Friends,No,No,Yes,No,Yes,8.0
12/22/2020 10:37:02,4th year,Bad,50,Female,22,Home,Single,No,3,Normal,No,No,Yes,Friends,Yes,No,Yes,No,Yes,8.0
12/22/2020 10:40:48,4th year,Good,70,Female,22,Home,Single,No,3,Normal,No,No,Yes,Friends,No,No,No,No,No,7.0
12/23/2020 9:29:11,4th year,Good,70,Female,22,Home,Single,No,3,Normal,No,No,Yes,Friends,No,No,Yes,No,No,8.0
12/23/2020 11:51:15,4th year,Good,70,Female,22,Home,Single,No,3,Normal,No,No,Yes,Friends,Yes,No,Yes,No,No,8.0
12/26/2020 16:16:31,4th year,Good,70,Female,22,Home,Single,No,3,Normal,No,No,Yes,Friends,No,No,Yes,No,No,6.0
12/26/2020 16:17:17,4th year,Good,70,Female,22,Church,Single,No,3,Normal,No,No,Yes,Friends,Yes,No,Yes,No,No,6.0
12/26/2020 16:18:11,4th year,Bad,40,Female,22,Home,Single,No,3,Normal,No,No,Yes,Friends,Yes,No,Yes,Yes,No,6.0
12/26/2020 16:19:04,4th year,Very bad,10,Female,22,Home,Single,No,3,Normal,No,No,Yes,Friends,Yes,Maybe,Neutral,Yes,No,6.0
12/26/2020 16:20:19,4th year,Normal,60,Female,22,Home,Single,No,3,Normal,No,No,Yes,Friends,No,No,Yes,Yes,No,9.5
12/26/2020 16:21:20,4th year,Bad,40,Female,22,Home,Single,No,3,Normal,No,No,Yes,Friends,Yes,Maybe,Yes,Yes,No,9.5
1/3/2021 12:48:43,4th year,Bad,30,Female,22,Home,Broken Up,No,3,Normal,No,No,Yes,Friends,No,Maybe,Yes,No,No,8.0
1/3/2021 12:49:37,4th year,Bad,30,Female,22,Home,Broken Up,No,3,Normal,No,No,Yes,Friends,Yes,Maybe,Yes,No,No,8.0
1/3/2021 12:51:44,4th year,Normal,50,Female,22,Home,Single,No,3,Normal,No,Yes,Yes,Friends,Yes,Maybe,Neutral,No,No,8.0
1/3/2021 12:52:43,4th year,Very bad,20,Female,22,Home,Broken Up,No,3,Normal,No,Not applicable,Yes,Friends,No,Maybe,Yes,No,No,7.0
1/3/2021 12:54:26,4th year,Bad,30,Female,22,Home,Single,No,3,Normal,No,No,Yes,Friends,No,Maybe,No,No,No,7.0
1/10/2021 15:51:07,4th year,Good,70,Female,22,Home,In a relationship,No,3,Normal,No,No,Yes,Friends,No,Maybe,Yes,No,No,7.0
1/10/2021 15:52:01,4th year,Very good,80,Female,22,Home,In a relationship,No,3,Normal,No,No,Yes,Friends,No,Maybe,Yes,No,Yes,7.0
1/10/2021 15:53:01,4th year,Normal,80,Female,22,Home,In a relationship,No,3,Normal,No,No,Yes,Family,No,No,Yes,No,Yes,7.0
1/10/2021 15:54:13,4th year,Good,70,Female,22,Home,In a relationship,No,3,Normal,Not applicable,Not applicable,Not applicable,Family,No,Not applicable,No,Yes,No,8.0
1/10/2021 15:55:27,4th year,Very good,80,Female,22,Home,In a relationship,No,3,Good,Not applicable,Yes,Not applicable,No one,Yes,Yes,Neutral,Yes,Yes,8.0
1/10/2021 15:56:23,4th year,Good,80,Female,22,Home,In a relationship,Yes,4,Good,No,Yes,Yes,Family,No,Yes,Yes,Yes,Yes,8.0
1/16/2021 19:34:14,4th year,Very good,90,Female,22,Wedding ,In a relationship,No,2,Good,No,No,Yes,Family,No,Not applicable,Yes,No,Yes,8.0
1/16/2021 19:37:31,3rd year,Normal,60,Female,21,Hall-Mess,In a relationship,Yes,3,Normal,Yes,Not applicable,Yes,No one,Yes,Maybe,Neutral,No,No,6.0
1/16/2021 19:40:59,3rd year,Normal,50,Female,21,Hall-Mess,In a relationship,No,2,Normal,No,Not applicable,Yes,Family,Not applicable,No,No,No,No,5.0
1/16/2021 19:42:06,3rd year,Good,70,Female,21,Hall-Mess,In a relationship,No,3,Normal,Yes,Not applicable,Yes,Friends,No,No,Neutral,No,No,6.0
1/16/2021 19:44:01,3rd year,Good,70,Female,21,Department,In a relationship,No,4,Normal,Yes,No,Not applicable,Family,Yes,No,No,No,Yes,6.0
1/16/2021 19:45:02,3rd year,Good,70,Female,21,Department,In a relationship,No,4,Normal,Yes,No,Yes,Friends,No,Maybe,Neutral,No,Yes,6.0
1/16/2021 19:45:54,3rd year,Good,70,Female,21,Hall-Mess,In a relationship,No,3,Normal,No,Yes,No,Friends,No,Maybe,No,Yes,No,5.0
1/16/2021 19:47:24,3rd year,Normal,60,Female,21,Department,In a relationship,Yes,2,Normal,Yes,No,Yes,Friends,No,Yes,No,No,No,6.0
1/16/2021 19:48:52,3rd year,Good,75,Female,21,Department,It's complicated,Yes,4,Normal,No,Not applicable,No,Family,Yes,No,No,Yes,Yes,7.0
1/16/2021 19:49:47,3rd year,Bad,30,Female,21,Department,In a relationship,No,2,Normal,Yes,No,Yes,Family,Yes,Maybe,No,Yes,No,6.5
1/16/2021 19:50:53,3rd year,Normal,50,Female,21,Outside,In a relationship,No,2,Normal,Not applicable,Not applicable,Not applicable,Friends,Yes,Yes,Neutral,Yes,No,7.0
1/16/2021 19:52:01,3rd year,Normal,60,Female,21,Hall-Mess,In a relationship,No,3,Normal,No,No,Yes,Friends,No,Yes,Neutral,No,No,6.0
1/16/2021 19:54:54,3rd year,Good,70,Female,21,Hall-Mess,In a relationship,Yes,3,Normal,No,No,Yes,No one,No,Maybe,No,No,No,6.0
1/16/2021 19:56:04,3rd year,Good,50,Female,21,Department,In a relationship,Yes,2,Normal,No,No,Yes,Friends,No,Maybe,Neutral,Yes,Yes,5.0
1/16/2021 19:59:56,3rd year,Good,60,Female,21,Restaurant ,In a relationship,No,3,Normal,Yes,No,Yes,Friends,No,Yes,No,No,No,6.0
1/16/2021 20:00:57,3rd year,Normal,50,Female,21,Hall-Mess,In a relationship,Yes,3,Normal,No,No,No,Family,Yes,Maybe,No,Yes,No,7.0
1/16/2021 20:04:19,3rd year,Very good,90,Female,21,Outside,In a relationship,Yes,3,Good,No,Yes,No,No one,Yes,Maybe,Neutral,No,Yes,6.0
1/16/2021 20:05:30,3rd year,Good,60,Female,21,Hall-Mess,In a relationship,Yes,1,Normal,No,No,No,Friends,No,Maybe,Neutral,No,Yes,6.0
1/16/2021 20:06:38,3rd year,Good,70,Female,21,Restaurant ,In a relationship,Yes,2,Good,Not applicable,Not applicable,No,Family,Yes,Maybe,Neutral,No,Yes,7.0
1/16/2021 20:07:28,3rd year,Normal,50,Female,21,Hall-Mess,In a relationship,Yes,4,Good,No,No,No,Family,Yes,Maybe,Neutral,No,No,5.0
1/16/2021 20:08:24,3rd year,Normal,50,Female,21,Department,In a relationship,No,2,Good,Yes,Not applicable,Not applicable,Not applicable,No,No,Neutral,No,No,6.0
1/16/2021 20:09:15,3rd year,Normal,50,Female,21,Department,In a relationship,Yes,2,Normal,Yes,Not applicable,No,Family,Yes,Yes,Neutral,Yes,Yes,6.0
1/17/2021 16:06:17,3rd year,Good,60,Female,21,Department,It's complicated,No,2,Good,Not applicable,Not applicable,Not applicable,Friends,Yes,No,Neutral,No,No,6.0
1/17/2021 16:07:09,3rd year,Normal,50,Female,21,Department,It's complicated,Yes,3,Good,Yes,Not applicable,No,Family,No,Maybe,No,No,No,6.0
1/17/2021 16:08:00,3rd year,Bad,30,Female,21,Hall-Mess,It's complicated,Yes,4,Good,Not applicable,No,Yes,Family,Yes,Maybe,Neutral,No,No,6.0
1/17/2021 16:08:49,3rd year,Normal,50,Female,21,Outside,In a relationship,No,2,Good,Not applicable,No,Yes,Family,No,Maybe,Neutral,No,Yes,7.0
1/17/2021 16:09:44,3rd year,Good,60,Female,21,Department,In a relationship,Yes,2,Good,Yes,Not applicable,Not applicable,Family,Yes,Maybe,No,Yes,No,7.0
1/17/2021 17:45:26,3rd year,Good,21,Female,21,Hall-Mess,In a relationship,Yes,1,Normal,No,Not applicable,No,No one,No,Not applicable,No,No,No,6.0
1/17/2021 17:48:48,3rd year,Very good,90,Female,21,Outside,In a relationship,Yes,2,Good,No,Not applicable,No,Family,Yes,Maybe,Yes,No,Yes,6.0
1/17/2021 17:52:13,3rd year,Normal,50,Female,21,Department,In a relationship,No,1,Good,Yes,Not applicable,Not applicable,Family,No,Maybe,Neutral,Yes,No,5.5
1/17/2021 17:53:28,3rd year,Normal,50,Female,21,Hall-Mess,In a relationship,Yes,2,Good,Yes,No,No,No one,Yes,Maybe,Neutral,No,No,5.0
1/17/2021 19:39:56,3rd year,Good,60,Female,21,Hall-Mess,In a relationship,Yes,2,Good,Not applicable,No,No,No one,Yes,Not applicable,No,No,Yes,6.0
1/17/2021 19:40:28,3rd year,Good,60,Female,21,Hall-Mess,In a relationship,Yes,2,Good,Not applicable,No,No,No one,Yes,Not applicable,No,No,Yes,6.0
1/17/2021 19:40:33,3rd year,Good,60,Female,21,Hall-Mess,In a relationship,Yes,2,Good,Not applicable,No,No,No one,Yes,Not applicable,No,No,Yes,6.0
1/17/2021 19:45:04,3rd year,Very good,95,Female,21,outside,In a relationship,Yes,3,Good,No,Yes,Yes,Family,No,No,Yes,No,Yes,6.0
1/17/2021 19:46:23,3rd year,Bad,20,Female,21,Department,It's complicated,No,2,Normal,Yes,No,Not applicable,No one,Yes,Maybe,No,No,No,4.0
1/17/2021 19:47:36,3rd year,Good,60,Female,21,Hall-Mess,In a relationship,No,2,Good,Yes,Not applicable,Yes,Friends,No,Maybe,Neutral,No,No,6.0
1/17/2021 19:48:51,3rd year,Normal,40,Female,21,Department,It's complicated,No,2,Bad,Not applicable,Yes,No,Not applicable,No,Yes,No,Yes,No,7.0
1/17/2021 19:50:02,3rd year,Very bad,10,Female,21,Department,It's complicated,No,1,Good,Yes,No,No,No one,Yes,Maybe,No,Yes,No,4.0
1/17/2021 19:52:30,3rd year,Good,70,Female,21,Hall-Mess,It's complicated,No,2,Good,No,No,Yes,Friends,No,Maybe,No,No,Yes,6.5
1/17/2021 19:54:51,2nd year,Normal,40,Female,20,Department,In a relationship,Yes,4,Normal,Yes,Yes,No,Friends,Yes,No,No,No,Yes,5.0
1/17/2021 19:58:12,2nd year,Bad,30,Female,20,Hall-Mess,In a relationship,Yes,3,Good,Yes,Not applicable,Not applicable,Not applicable,Yes,Maybe,Neutral,No,Yes,5.0
1/17/2021 20:00:44,2nd year,Good,50,Female,20,outside,In a relationship,No,3,Normal,No,Yes,Yes,Friends,Yes,No,Neutral,No,No,5.0
1/17/2021 20:02:59,2nd year,Good,70,Female,20,Department,In a relationship,No,3,Normal,No,Not applicable,No,Friends,Not applicable,Not applicable,No,No,Yes,6.0
1/17/2021 20:03:04,2nd year,Good,70,Female,20,Department,In a relationship,No,3,Normal,No,Not applicable,No,Friends,Not applicable,Not applicable,No,No,Yes,6.0
1/17/2021 20:03:08,2nd year,Good,50,Female,20,outside,In a relationship,No,3,Normal,No,Yes,Yes,Friends,Yes,No,Neutral,No,No,5.0
1/17/2021 20:03:12,2nd year,Bad,30,Female,20,Hall-Mess,In a relationship,Yes,3,Good,Yes,Not applicable,Not applicable,Not applicable,Yes,Maybe,Neutral,No,Yes,5.0
1/17/2021 20:03:19,2nd year,Normal,40,Female,20,Department,In a relationship,Yes,4,Normal,Yes,Yes,No,Friends,Yes,No,No,No,Yes,5.0
1/17/2021 20:03:24,3rd year,Good,70,Female,21,Hall-Mess,It's complicated,No,2,Good,No,No,Yes,Friends,No,Maybe,No,No,Yes,6.5
1/17/2021 20:03:29,3rd year,Very bad,10,Female,21,Department,It's complicated,No,1,Good,Yes,No,No,No one,Yes,Maybe,No,Yes,No,4.0
1/17/2021 20:03:38,3rd year,Normal,40,Female,21,Department,It's complicated,No,2,Bad,Not applicable,Yes,No,Not applicable,No,Yes,No,Yes,No,7.0
1/17/2021 20:03:43,3rd year,Good,60,Female,21,Hall-Mess,In a relationship,No,2,Good,Yes,Not applicable,Yes,Friends,No,Maybe,Neutral,No,No,6.0
1/17/2021 20:03:48,3rd year,Bad,20,Female,21,Department,It's complicated,No,2,Normal,Yes,No,Not applicable,No one,Yes,Maybe,No,No,No,4.0
1/17/2021 20:03:54,3rd year,Very good,95,Female,21,outside,In a relationship,Yes,3,Good,No,Yes,Yes,Family,No,No,Yes,No,Yes,6.0
1/17/2021 20:04:08,3rd year,Good,60,Female,21,Hall-Mess,In a relationship,Yes,2,Good,Not applicable,No,No,No one,Yes,Not applicable,No,No,Yes,6.0
1/17/2021 20:04:11,2nd year,Good,70,Female,20,Department,In a relationship,No,3,Normal,No,Not applicable,No,Friends,Not applicable,Not applicable,No,No,Yes,6.0
1/17/2021 20:04:14,2nd year,Good,50,Female,20,outside,In a relationship,No,3,Normal,No,Yes,Yes,Friends,Yes,No,Neutral,No,No,5.0
1/17/2021 20:04:18,2nd year,Bad,30,Female,20,Hall-Mess,In a relationship,Yes,3,Good,Yes,Not applicable,Not applicable,Not applicable,Yes,Maybe,Neutral,No,Yes,5.0
1/17/2021 20:04:22,2nd year,Normal,40,Female,20,Department,In a relationship,Yes,4,Normal,Yes,Yes,No,Friends,Yes,No,No,No,Yes,5.0
1/17/2021 20:04:26,3rd year,Good,70,Female,21,Hall-Mess,It's complicated,No,2,Good,No,No,Yes,Friends,No,Maybe,No,No,Yes,6.5
1/17/2021 20:04:29,3rd year,Very bad,10,Female,21,Department,It's complicated,No,1,Good,Yes,No,No,No one,Yes,Maybe,No,Yes,No,4.0
